ACT	Morningroom
all	all
a	a
becoming	becoming
language	language
I	I
know	know
perfectly	perfectly
well	well
that	that
I	I
look	look
quite	quite
plain	plain
after	after
my	my
German	German
lesson	lesson
MISS	Miss
PRISM	Prism
Child	Child
you	you
know	know
how	how
anxious	anxious
your	your
guardian	guardian
is	is
that	that
you	you
should	should
improve	improve
yourself	yourself
inevery	in
null	every
way	way
He	He
laid	laid
particular	particular
stress	stress
on	on
your	your
German	German
as	as
he	he
was	was
leaving	leaving
for	for
town	town
yesterday	yesterday
Indeed	Indeed
he	he
always	always
lays	lays
stress	stress
on	on
your	your
German	German
when	when
he	he
is	is
leaving	leaving
for	for
town	town
44	Cecily
THE	null
IMPORTANCE	null
OF	null
BEING	null
EARVEST	null
45‘	null
CECILY	null
’	null
Dear	Dear
Uncle	Uncle
Jack	Jack
is	is
so	so
very	very
serious	serious
Sometimes	Sometimes
he	he
is’	is
so	so
serious	serious
that	that
I	I
think	think
he	he
cannot	cannot
be	be
quite	quite
well	well
Miss	Miss
PRISM	Prism
Drawing	Drawing
herself	herself
up	up
Your	Your
guardian	guardian
e’njoysthe	enjoys
null	the
best	best
of	of
health	health
and	and
his	his
gravity	gravity
of	of
demeanor	demeanour
is	is
especially	especially
to	to
be	be
commended	commended
in	in
one	one
so	so
comparatively	comparatively
young	young
as	as
he	he
is	is
I	I
know	know
no	no
one	one
who	who
has	has
a	a
higher	higher
sense	sense
of	of
duty	duty
andresponsibility	and
CECILY	responsibility
null	Cecily
I	I
suppose	suppose
that	that
is	is
why	why
he	he
often	often
looks	looks
a	a
little	little
bored	bored
when	when
we	we
three	three
are	are
together	together
MISS	Miss
PRISM	Prism
Cecily	Cecily
I	I
am	am
surprised	surprised
at	at
you	you
Mr	Mr
Worthing	Worthing
has	has
many	many
troubles	troubles
in	in
his	his
life	life
Idle	Idle
merriment	merriment
and	and
triViality	triviality
would	would
be	be
out	out
of	of
place	place
in	in
his	his
conversation	conversation
You	You
must	must
remember	remember
his	his
constant	constant
anxiety	anxiety
about	about
that	that
unfortunate	unfortunate
young	young
man	man
his	his
brother	brother
CECILY	Cecily
I	I
Wish	wish
Uncle	Uncle
Jack	Jack
would	would
allow	allow
that	that
unfortunate	unfortunate
young	young
man	man
his	his
brother	brother
to	to
come	come
down	down
here	here
some’	sometimes
times	null
We	We
might	might
have	have
a	a
good	good
inﬂuence	influence
over	over
him	him
Miss	Miss
Prism	Prism
I	I
am	am
sure‘youecertainly	sure
null	you
null	certainly
would	would
You	You
know	know
German	German
and	and
geology	geology
and	and
things	things
of	of
thatkind	that
‘	kind
inﬂuence	influence
a	a
man	man
verymuch	very
CECILY	much
null	Cecily
begins	begins
to	to
write	write
in	in
her	her
diary	diary
MISS	Miss
PRISM	Prism
Shaking	Shaking
hei’	her
head	head
I	I
do	do
not	not
think	think
that	that
even	even
I	I
1	null
could	could
produce	produce
any	any
effect	effect
on	on
a	a
character	character
that	that
accord	according
mg	null
to	to
his	his
own	own
brother’s	brothers
admission	admission
is	is
irretrievablv	irretrievably
46	null
711E	null
IMPORTANCE	null
OF	null
BEING	null
EARNEST	null
weak	weak
and	and
vacillatin‘g	vacillating
Indeed	Indeed
I	I
am	am
not	not
sure	sure
that	that
I	I
would	would
desire	desire
to	to
reclaim	reclaim
him	him
I	I
am‘not	am
null	not
in	in
favor	favour
of	of
this	this
modern	modern
mania	mania
for	for
turning	turning
bad	bad
people	people
into	into
good	good
people	people
at	at
a	a
moment’s	moments
notice	notice
As	As
a	a
man	man
sows	sows
so	so
let	let
him	him
reap	reap
You	You
must	must
put	put
away	away
your	your
diary	diary
Cecily	Cecily
I	I
really	really
don’t	dont
see	see
why	why
you	you
should	should
keep	keep
a‘diary	a
null	diary
at	at
all	all
CECILY	Cecily
I	I
keep	keep
a	a
diary	diary
in	in
order	order
to	to
enter	enter
the	the
wonderful	wonderful
secrets	secrets
of	of
my	my
life	life
If	If
I	I
didn’t	didnt
write	write
them	them
down	down
I	I
should	should
probably	probably
forget	forget
all	all
about	about
them	them
MIss	Miss
PRISM	Prism
Memory	Memory
my	my
dear	dear
Cecily	Cecily
is	is
the	the
diary	diary
that	that
we	we
all	all
carry	carry
about	about
with	with
us	us
CECILY	Cecily
Yes	Yes
but	but
it	it
usually	usually
chronicles	chronicles
the	the
things	things
that	that
have	have
never	never
happened	happened
and	and
couldn’t	couldnt
possibly	possibly
have	have
happened	happened
I	I
believe	believe
that	that
Memory	Memory
is	is
responsible	responsible
for	for
nearly	nearly
all	all
the	the
three—volume	threevolume
novels	novels
that	that
Mudie	Mudie
sends	sends
us	us
MIss	Miss
PRISM	Prism
Do	Do
not	not
speak	speak
slightingly	slightingly
of	of
the	the
threevolume	threevolume
novel	novel
Cecily	Cecily
r	null
I	I
wrote	wrote
one	one
myself	myself
in	in
earlier	earlier
days	days
null	Cecily
Did	Did
ydu	you
really	really
Mis	Miss
Psm	Prism
How	How
wonderfully	wonderfully
clever	clever
you	you
are	are
I	I
hope	hope
appin	it
‘	did
‘	not
’	end
“depress	happily
null	I
null	dont
null	like
null	novels
null	that
null	end
null	happily
null	They
null	depress
null	me
null	so
null	much
Miss	Miss
PRISM	Prism
The	The
good	good
ended	ended
happily	happily
and	and
the	the
had	bad
unhappily	unhappily
That	That
is	is
what	what
Fiction	Fiction
means	means
r	Cecily
‘	null
ﬁrs	null
IMMIBTAM’E	null
0F	null
BEING	null
BARNES	null
47	null
CECILY	null
I	I
suppose	suppose
so	so
But	But
it	it
seems	seems
very	very
unfair	unfair
And	And
was	was
your	your
novel	novel
ever	ever
published	published
MISS	Miss
PRISM	Prism
Alas	Alas
no	no
The	The
manuscript	manuscript
unfortunately	unfortunately
was	was
abandoned	abandoned
null	Cecily
null	starts
I	I
use	use
the	the
word	word
in	in
the	the
sense	sense
of	of
lost	lost
or	or
mislaid	mislaid
‘To	To
your	your
work	work
child	child
these	these
speculations	speculations
are	are
proﬁtless	profitless
CECILY	Cecily
Smiling	Smiling
But	But
I	I
see	see
dear	dear
Dr	Dr
Chasuble	Chasuble
coming	coming
up	up
through	through
the	the
garden	garden
MISS	Miss
PRISM	Prism
Rising	Rising
m	and
advancing	advancing
Dr	Dr
Chasublel	Chasuble
This	This
is	is
indeed	indeed
a	a
pleasure	pleasure
Enter	Enter
CANON	Canon
CHASUBLE	Chasuble
CHASUBLE	Chasuble
And	And
how	how
are	are
we	we
this	this
morning	morning
Miss	Miss
Prism	Prism
you	you
are	are
I	I
trust	trust
well	well
CECILY	Cecily
Miss	Miss
Prism	Prism
has	has
just	just
been	been
complaining	complaining
of	of
a	a
slight	slight
headache	headache
I	I
think	think
it	it
would	would
do	do
her	her
so	so
much	much
good	good
to	to
have	have
a	a
short	short
stroll	stroll
with	with
you	you
in	in
the	the
Park	Park
Dr	Dr
Chasuble	Chasuble
MISS	Miss
PRISM	Prism
Cecily	Cecily
I	I
have	have
not	not
mentioned	mentioned
anything	anything
about	about
a	a
headache	headache
i	Cecily
i	null
CECILY	null
No	No
dear	dear
Miss	Miss
Prism	Prism
I	I
know	know
that	that
but	but
I	I
felt	felt
in	instinctively
48	null
THE	null
IMPORTANCE	null
OF	null
BEING	null
EARNEST	null
stinctively	null
that	that
you	you
had	had
a	a
headache	headache
Indeed	Indeed
I	I
was	was
thinking	thinking
about	about
that	that
and	and
not	not
about	about
my	my
German	German
lesson	lesson
when	when
the	the
Rector	Rector
came	came
in	in
CHASUBLE	Chasuble
I	I
hope	hope
Cecily	Cecily
you	you
are	are
not	not
inattentive	inattentive
CECILY’	Cecily
Oh	Oh
I	I
am	am
afraid	afraid
I	I
am	am
CHASUBLE	Chasuble
That	That
is	is
strange	strange
Were	Were
I	I
fortunate	fortunate
enough	enough
to	to
be	be
Miss	Miss
Prism’s	Prisms
pupil	pupil
I	I
would	would
hang	hang
upon	upon
her	her
lips	lips
MISS	Miss
PRISM	Prism
glares	glares
I	I
spoke	spoke
metaphorically—	metaphoricallyMy
My	null
metaphor	metaphor
was	was
drawn	drawn
from	from
bees	bees
Ahem	Ahem
Mr	Mr
Woprthing	Worthing
I	I
suppose	suppose
has	has
not	not
returned	returned
from	from
town	town
yet	yet
‘	Miss
MISS	Prism
PRISM	null
We	We
do	do
not	not
expect	expect
him	him
till	till
Monday	Monday
afternoon	afternoon
CHASUBLE	Chasuble
Ah	Ah
yes	yes
he	he
usually	usually
likes	likes
to	to
spend	spend
his	his
Sunday	Sunday
in	in
London	London
He	He
is	is
not	not
one	one
of	of
those	those
whose	whose
sole	sole
aim	aim
is	is
enjoyment	enjoyment
as	as
by	by
all	all
accounts	accounts
that	that
unfortunate	unfortunate
young	young
man	man
his	his
brother	brother
seems	seems
to	to
be	be
But	But
I	I
must	must
not	not
disturb	disturb
Egeria	Egeria
and	and
her	her
pupil	pupil
any	any
longer	longer
MISS	Miss
PRISM	Prism
Egeria	Egeria
My	My
name	name
is	is
Laetitia	Laetitia
Doctor	Doctor
CHASUBLE	Chasuble
Bowing	Bowing
A	A
classical	classical
allusion	allusion
merely	merely
drawn	drawn
from	from
the	the
Pagan	Pagan
authors	authors
I	I
shall	shall
see	see
you	you
both	both
no	no
4	null
doubt	doubt
at	at
Evensong	Evensong
THE	Miss
IMPORTANCE	Prism
OF	null
BEING	null
EARNEST	null
49	null
MISS	null
PRISM	null
I	I
think	think
dear	dear
Doctor	Doctor
I	I
will	will
have	have
a	a
stroll	stroll
with	with
you	you
I	I
ﬁnd	find
I	I
have	have
a	a
headache	headache
after	after
all	all
and	and
a	a
walk	walk
might	might
do	do
it	it
good	good
CHASUBLE	Chasuble
With	With
pleasure	pleasure
Miss	Miss
Prism	Prism
with	with
pleasure	pleasure
We	We
might	might
go	go
as	as
far	far
as	as
the	the
schools	schools
and	and
back	back
MISS	Miss
PRISM	Prism
That	That
would	would
be	be
delightful	delightful
Cecily	Cecily
you	you
will	will
read	read
your	your
Political	Political
Economy	Economy
in	in
my	my
absence	absence
The	The
chapter	chapter
on	on
the	the
Fall	Fall
of	of
the	the
Rupee	Rupee
you	you
may	may
omit	omit
It	It
is	is
somewhat	somewhat
too	too
sensational	sensational
Even	Even
these	these
metallic	metallic
problems	problems
have	have
their	their
melodramatic	melodramatic
side	side
Goes	Goes
down	down
the	the
garden	garden
with	with
DR	Dr
CHASUBLE	Chasuble
CECILY	Cecily
Picks	Picks
up	up
books	books
and	and
throws	throws
them	them
back	back
on	on
table	table
Horrid	Horrid
Political	Political
Economy	Economy
Horrid	Horrid
Geography	Geography
Horrid	Horrid
horrid	horrid
German	German
Enter	Enter
MERRIMAN	Merriman
with	with
a	a
card	card
on	on
a	a
salter	salver
MERRIMAN	Merriman
Mr	Mr
Ernest	Ernest
Worthing	Worthing
has	has
just	just
driven	driven
over	over
from	from
the	the
station	station
He	He
has	has
brought	brought
his	his
luggage	luggage
with	with
him	him
CECILY	Cecily
Takes	Takes
the	the
card	card
and	and
reads	reads
it	it
“	null
Mr	Mr
Ernest	Ernest
Worthing	Worthing
B	B
4	4
The	The
Albany	Albany
W”	W
Uncle	Uncle
Jack’s	Jacks
brothsr	brother
Did	Did
you	you
tell	tell
him	him
Mr	Mr
Worthing	Worthing
was	was
in	in
town	town
MERRIMAN	Merriman
YesMiss’	Yes
null	Miss
He	He
seemed	seemed
very	very
much	much
disappointed	disappointed
I	I
mentioned	mentioned
that	that
you	you
and	and
Miss	Miss
Prism	Prism
were	were
in	in
the	the
50	null
THE	null
IMPORTANCE	null
of	null
BEING	null
EARNEST	null
garden	garden
He	He
said	said
he	he
was	was
anxious	anxious
to	to
speak	speak
to	to
you	you
privately	privately
for	for
a	a
moment	moment
‘	Cecily
CECILY	null
Ask	Ask
Mr	Mr
Ernest	Ernest
Worthing	Worthing
to	to
come	come
here	here
I	I
suppose	suppose
you	you
had	had
better	better
talk	talk
to	to
the	the
housekeeper	housekeeper
about	about
a	a
room	room
for	for
him	him
MERRIMAN	Merriman
I	null
Yes	Yes
Miss	Miss
MERRIMAN	Merriman
goes	goes
off	off
CECILY	Cecily
I	I
have	have
never	never
met	met
any	any
really	really
Wicked	wicked
person	person
before	before
I	I
feel	feel
rather	rather
frightened	frightened
I	I
am	am
so	so
afraid	afraid
he	he
will	will
look	look
just	just
like	like
every	every
one	one
else	else
Enter	Enter
ALGERNON	Algernon
very	very
gay	gay
and	and
debonair	debonnair
He	He
does	does
ALGERNON	Algernon
Raising	Raising
his	his
hat	hat
You	You
are	are
my	my
little	little
Cousin	cousin
Cecily	Cecily
I’m	Im
sure	sure
CECILY	Cecily
You	You
are	are
under	under
some	some
strange	strange
mistake	mistake
I	I
am	am
not	not
little	little
In	In
fact	fact
I	I
believe	believe
I	I
am	am
more	more
than	than
usually	usually
tall	tall
for	for
my	my
age	age
ALGERNON	Algernon
is	is
rather	rather
taken	taken
aback	aback
But	But
I	I
am	am
your	your
Cousin	cousin
Cecily	Cecily
You	You
I	I
see	see
from	from
your	your
card	card
are	are
Uncle	Uncle
Jack’s	Jacks
brother	brother
my	my
Cousin	cousin
Ernest	Ernest
my	my
wicked	wicked
Cousin	cousin
Ernest	Ernest
ALGERNON	Algernon
I	Oh
Oh	I
am	am
not	not
really	really
wicked	wicked
at	at
all	all
Cousin	cousin
Cecily	Cecily
You	You
mustn’t	mustnt
think	think
that	that
I	I
am	am
wicked	wicked
CECILY	Cecily
If	If
you	you
are	are
not	not
then	then
you	you
have	have
certainly	certainly
been	been
deceiving	deceiving
us	us
all	all
in	in
a	a
very	very
inexcusable	inexcusable
manner	manner
I	I
hope	hope
5‘35	null
IMPORTANCE	null
OF	null
BEING	null
EARNEST	null
51	null
you	you
have	have
not	not
been	been
leading	leading
a	a
double	double
life	life
pretending	pretending
‘to	to
be	be
wicked	wicked
and	and
being	being
really	really
good	good
allthe	all
null	the
time	time
That	That
Would	would
be	be
hypocrisy	hypocrisy
ALGERNON	Algernon
Looks	Looks
at	at
her	her
in	in
amazement	amazement
Oh	Oh
of	Of
course	course
I	I
have	have
been	been
rather	rather
reckless	reckless
CECILY	Cecily
I	I
am	am
glad	glad
to	to
hear	hear
it	it
ALGERNON	Algernon
In	In
fact	fact
now	now
you	you
mention	mention
the	the
subieet	subject
I	I
have	have
been	been
very	very
bad	bad
in	in
my	my
own	own
small	small
way	way
CECILY	Cecily
I	I
don’t	dont
think	think
you	you
should	should
be	be
so	so
proud	proud
of	of
that	that
though	though
I	I
am	am
sure	sure
it	it
must	must
have	have
been	been
very	very
pleasant	pleasant
ALGERNONI	Algernon
It	It
is	is
much	much
pleasanter	pleasanter
being	being
here	here
with	with
you	you
CECILY	Cecily
I	I
can’t	cant
understand	understand
how	how
you	you
are	are
here	here
at	at
all	all
Uncle	Uncle
Jack	Jack
won’t	wont
be	be
back	back
till	till
Monday	Monday
afternoon	afternoon
ALGERNON	Algernon
That	That
is	is
a	a
great	great
disappointment	disappointment
I	I
am	am
obliged	obliged
to	to
go	go
up	up
by	by
the	the
ﬁrst	first
train	train
on	on
Monday	Monday
morning	morning
I	I
have	have
a	a
busmess	business
appointment	appointment
that	that
I	I
am	am
anxious	anxious
to	to
miss	miss
CECILY	Cecily
I	Couldnt
i	null
r	null
couldn’t	null
you	you
miss	miss
it	it
anywhere	anywhere
but	but
in	in
London	London
52	Algernon
THE	null
IIWPORTAIVCE	null
OF	null
BEING	null
EARNEST	null
ALGERNON	null
No	No
the	the
appointment	appointment
is	is
in	in
London	London
CECILY	Cecily
Well	Well
I	I
know	know
of	of
course	course
how	how
important	important
it	it
is	is
not	not
to	to
keep	keep
a	a
business	business
engagement	engagement
if	if
one	one
wants	wants
to	to
retain	retain
any	any
sense	sense
of	of
the	the
beauty	beauty
of	of
life	life
but	but
still	still
I	I
think	think
you	you
had	had
better	better
wait	wait
till	till
Uncle	Uncle
Jack	Jack
arrives	arrives
I	I
know	know
he	he
wants	wants
to	to
speak	speak
to	to
you	you
about	about
your	your
emigrating	emigrating
ALGERNON	Algernon
About	About
my	my
what	what
CECILY	Cecily
Your	Your
emigrating	emigrating
He	He
has	has
gone	gone
up	up
to	to
buy	buy
your	your
outﬁt	outfit
ALGERNON	Algernon
I	I
certainly	certainly
wouldn’t	wouldnt
let	let
Jack	Jack
buy	buy
my	my
outﬁt	outfit
He	He
has	has
no	no
taste	taste
in	in
neckties	neckties
at	at
all	all
CECILY	Cecily
I	I
don’t	dont
think	think
you	you
will	will
require	require
neckties	neckties
Uncle	Uncle
Jack	Jack
is	is
sending	sending
you	you
to	to
Australia	Australia
ALGERNON	Algernon
Australia	Australia
I’d	Id
sooner	sooner
die	die
CECILY	Cecily
I	null
Well	Well
he	he
said	said
at	at
dinner	dinner
on	on
Wednesday	Wednesday
night	night
that	that
you	you
would	would
have	have
to	to
choose	choose
between	between
this	this
world	world
the	the
next	next
world	world
and	and
Australia	Australia
“	Algernon
r	null
ALGERNON	null
Oh	Oh
Well	well
The	The
accounts	accounts
I	I
have	have
received	received
of	of
Australia	Australia
and	and
the	the
next	next
world	world
are	are
not	not
particularly	particularly
THE‘JMPORTANCE	null
OF	null
BEING	null
EARVEST	null
5	null
3	null
encouraging	encouraging
This	This
world	world
is	is
good	good
enough	enough
for	for
me	me
Cousin	cousin
Cecily	Cecily
CECILY	Cecily
Yes	Yes
butrare	but
null	are
you	you
good	good
“enough	enough
for	for
it	it
ALGERNON	Algernon
I’m	Im
afraid	afraid
I’m	Im
not	not
that	that
That	That
is	is
why	why
I	I
want	want
you	you
to	to
reform	reform
me	me
You	You
might	might
make	make
that	that
your	your
mission	mission
if	if
you	you
don’t	dont
mind	mind
Cousin	cousin
Cecily	Cecily
CECILY	Cecily
I’m	Im
afraid	afraid
I’ve	Ive
no	no
time	time
this	this
afternoon	afternoon
ALGERNON	Algernon
Well	Well
would	would
you	you
mind	mind
my	my
reforming	reforming
myself	myself
this	this
afternOon	afternoon
CECILY	Cecily
It	It
is	is
rather	rather
Quixotic	Quixotic
of	of
you	you
But	But
I	I
think	think
you	you
should	should
try	try
ALGERNON	Algernon
I	I
will	will
I	I
feel	feel
better	better
already	already
CECILY	Cecily
You	You
are	are
looking	looking
a	a
little	little
worse	worse
ALGERNON	Algernon
That	That
is	is
because	because
I	I
am	am
hungry	hungry
CECILY	Cecily
How	How
thoughtless	thoughtless
of	of
me	me
I	I
should	should
have	have
remembered	remembered
that	that
when	when
one	one
is	is
going	going
to	to
lead	lead
an	an
entirely	entirely
new	new
I	life
life‘on‘e	one
requires	requires
regularand	regular
null	and
wholesome	wholesome
meals	meals
”	Wont
Won’t	null
you	you
come	come
in	in
54	Algernon
THE	null
IMPORMNCE	null
OF	null
BEING	null
EARNEST‘	null
ALGERNON	null
Thank	Thank
you	you
Might	Might
I	I
have	have
a	a
buttonhole	buttonhole
ﬁrst	first
I	I
never	never
have	have
any	any
appetite	appetite
unless	unless
I	I
have	have
a	a
button—hole	buttonhole
ﬁrst	first
CECILY	Cecily
a	null
A	A
Maréchal	Marechal
Niel	Niel
Picks	Picks
up	up
scissors	scissors
ALGERNON	Algernon
No	No
I’d	Id
sooner	sooner
have	have
a	a
pink	pink
rose	rose
CECILY	Cecily
Why	Why
Cuts	Cuts
a	a
ﬂower	flower
L	Algernon
ALGERNON	null
Because	Because
you	you
are	are
like	like
a	a
pink	pink
rose	rose
Cousin	Cousin
Cecily	Cecily
CECILY	Cecily
I	I
don’t	dont
think	think
it	it
can	can
be	be
right	right
for	for
you	you
to	to
talk	talk
to	to
me	me
like	like
that	that
Miss	Miss
Prism	Prism
never	never
says	says
such	such
things	things
to	to
me	me
ALGERNON	Algernon
Then	Then
Miss	Miss
Prism	Prism
is	is
a	a
shortsighted	shortsighted
old	old
lady	lady
CECILY	Cecily
puts	puts
the	the
rose	rose
in	in
his	his
buttonhula	buttonhole
You	You
are	are
the	the
prettiest	prettiest
girl	girl
I	I
ever	ever
